Web Exception :

Need To Fix Count : 249
Report
Checked	NO	Method	TestDescription	RequestBody	Your Response	CorrectResponse
Need to fix !	Bonus-14-9	Cancel	Cancel-Bonus-with-gameProviderPromotion-should-be-success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"875482_GameProviderPromotion","ProductType":9,"GameType":0,"IsCancelAll":true,"TransactionId":"875482_GameProviderPromotion","Gpid":35,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":490,"ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 560.00
Checked	Bonus-14-10	Bonus	Bonus-with-gameProviderPromotion-after-cancelled-should-be-failed	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","Amount":10.0,"BonusTime":"2026-05-29T17:42:34.89829-04:00","ProductType":9,"GameType":0,"TransferCode":"875482_GameProviderPromotion","TransactionId":"875482_GameProviderPromotion","IsGameProviderPromotion":true,"BonusProvider":"GameProvider","Gpid":35,"GameId": 2}	{"AccountName":"swrun_1780089828793_831710","Balance":490,"ErrorCode":5003,"ErrorMessage":"Duplicate transaction"}	Values should be: ErrorCode: 5003
Need to fix !	Bonus-14-11	Cancel	Cancel-Bonus-with-gameProviderPromotion-twice-should-be-failed	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"875482_GameProviderPromotion","ProductType":9,"GameType":0,"IsCancelAll":true,"TransactionId":"875482_GameProviderPromotion","Gpid":35,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":490,"ErrorCode":2002,"ErrorMessage":"Already canceled"}	Values should be: ErrorCode: 2002, AccountName: SWRUN_1780089828793_831710, Balance: 560.00
Need to fix !	Bonus-14-12	Cancel	Cancel-Bonus-should-be-success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"875482","ProductType":9,"GameType":0,"IsCancelAll":true,"TransactionId":"875482","Gpid":35,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":470,"ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 550.00
Checked	Bonus-14-13	Bonus	Bonus-after-cancelled-should-be-failed	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","Amount":10.0,"BonusTime":"2026-05-29T17:42:35.89829-04:00","ProductType":9,"GameType":0,"TransferCode":"875482","TransactionId":"875482","IsGameProviderPromotion":false,"BonusProvider":"Shared","Gpid":35,"GameId": 1}	{"AccountName":"swrun_1780089828793_831710","Balance":470,"ErrorCode":5003,"ErrorMessage":"Duplicate transaction"}	Values should be: ErrorCode: 5003
Need to fix !	Bonus-14-14	Cancel	Cancel-Bonus-twice-should-be-failed	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"875482","ProductType":9,"GameType":0,"IsCancelAll":true,"TransactionId":"875482","Gpid":35,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":470,"ErrorCode":2002,"ErrorMessage":"Already canceled"}	Values should be: ErrorCode: 2002, AccountName: SWRUN_1780089828793_831710, Balance: 550.00
Checked	Bonus-15-1	GetBalance	Get Not Exist Player Balance Should Fail	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710_ER","ProductType":9,"GameType":0,"Gpid":35}	{"AccountName":"","Balance":"0.00000","ErrorCode":1,"ErrorMessage":"Member not found"}	Values should be: ErrorCode: 1
Checked	Bonus-15-2	GetBalance	Use Wrong Company Key Should Fail	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8CER","Username":"SWRUN_1780089828793_831710","ProductType":9,"GameType":0,"Gpid":35}	{"AccountName":"","Balance":"0.00000","ErrorCode":4,"ErrorMessage":"Invalid CompanyKey"}	Values should be: ErrorCode: 4
Checked	Bonus-15-3	GetBetStatus	Use Empty Username Should Fail	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"", "TransferCode":"87548115","TransactionId":"87548115","ProductType":9,"GameType":0,"Gpid":35}	{"ErrorCode":"3","ErrorMessage":"Username is required"}	Values should be: ErrorCode: 3
Need to fix !	Bonus-16-1	GetBalance	Get initial balance before concurrent bonus test	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":9,"GameType":0,"Gpid":35}	{"AccountName":"swrun_1780089828793_831710","Balance":"480.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 550.00
Need to fix !	Bonus-16-2	Bonus	Concurrent bonus requests should have one success and one failure with error code for existing reference	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","Amount":10.0,"BonusTime":"2026-05-29T17:42:36.89829-04:00","ProductType":9,"GameType":0,"TransferCode":"87548216","TransactionId":"87548216","IsGameProviderPromotion":false,"BonusProvider":"Shared","Gpid":35,"GameId": 1}	{"AccountName":"swrun_1780089828793_831710","Balance":490,"ErrorCode":5003,"ErrorMessage":"Duplicate transaction"},{"AccountName":"swrun_1780089828793_831710","Balance":490,"ErrorCode":"0","ErrorMessage":"No Error"}	Response 1 Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 560.00, Response 2 Values should be: ErrorCode: 5003, Balance: 560.00
Need to fix !	Bonus-16-3	GetBalance	Get balance after concurrent bonus to verify only one bonus was applied	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":9,"GameType":0,"Gpid":35}	{"AccountName":"swrun_1780089828793_831710","Balance":"490.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 560.00
Checked	3rd-0-15-1	GetBalance	Get-balance-before-deduct	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":9,"GameType":100,"Gpid":0}	{"AccountName":"swrun_1780089828793_831710","Balance":"490.00","ErrorCode":"0","ErrorMessage":"No Error"}	
Checked	3rd-0-15-2	GetBetStatus	Get-bet-status-should-not-exist	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"WanMei875476","TransactionId":"875477","ProductType":9,"GameType":100,"Gpid":0}	{"TransferCode":"WanMei875476","TransactionId":"875477","Status":"Unknown","ErrorCode":"6","ErrorMessage":"Bet not found"}	Values should be: ErrorCode: 6
Need to fix !	3rd-0-15-3	Deduct	1st-time-deduct-should-be-success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","Amount":10.0,"TransferCode":"WanMei875476","TransactionId":"875477","BetTime":"2026-05-29T17:42:37.89829-04:00","ProductType":9,"GameType":100,"GameRoundId":"9B29CC4MLL","GamePeriodId":"RZK6PQ65EZ","OrderDetail":"AD5B1W9ICQ","PlayerIp":null,"GameTypeName":null,"Gpid": 0,"GameId": 101,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":490,"ErrorCode":"0","ErrorMessage":"No Error","BetAmount":"10.0"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, BetAmount: 10.0, Balance: 550.00
Need to fix !	3rd-0-15-4	GetBalance	Get-balance-again-should-different-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":9,"GameType":100,"Gpid":0}	{"AccountName":"swrun_1780089828793_831710","Balance":"490.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 550.00
Checked	3rd-0-15-5	GetBetStatus	Get-bet-status-again-should-running	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"WanMei875476","TransactionId":"875477","ProductType":9,"GameType":100,"Gpid":0}	{"TransferCode":"WanMei875476","TransactionId":"875477","Status":"Running","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: WanMei875476, TransactionId: 875477, Status: Running
Checked	3rd-0-15-6	Deduct	2nd-time-deduct-with-same-transactionId-should-be-failed	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","Amount":10.0,"TransferCode":"WanMei875476","TransactionId":"875477","BetTime":"2026-05-29T17:42:38.89829-04:00","ProductType":9,"GameType":100,"GameRoundId":"UZVVTZ44GN","GamePeriodId":"JOFZF5OAAH","OrderDetail":"H8C7ZZV465","PlayerIp":null,"GameTypeName":null,"Gpid": 0,"GameId": 101,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":490,"ErrorCode":5003,"ErrorMessage":"Duplicate transaction"}	Values should be: ErrorCode: 5003
Need to fix !	3rd-0-15-7	GetBalance	Get-balance-again-should-same-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":9,"GameType":100,"Gpid":0}	{"AccountName":"swrun_1780089828793_831710","Balance":"490.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 550.00
Checked	3rd-0-15-8	GetBetStatus	Get-bet-status-again-should-running	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"WanMei875476","TransactionId":"875477","ProductType":9,"GameType":100,"Gpid":0}	{"TransferCode":"WanMei875476","TransactionId":"875477","Status":"Running","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: WanMei875476, TransactionId: 875477, Status: Running
Need to fix !	3rd-0-15-9	Deduct	3rd-time-deduct-with-another-transactionId-should-be-success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","Amount":10.0,"TransferCode":"WanMei875476","TransactionId":"875478","BetTime":"2026-05-29T17:42:39.89829-04:00","ProductType":9,"GameType":100,"GameRoundId":"RZJ3SXNIO3","GamePeriodId":"8RI5KKDNFZ","OrderDetail":"82KA3J3JVF","PlayerIp":null,"GameTypeName":null,"Gpid": 0,"GameId": 101,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":470,"ErrorCode":"0","ErrorMessage":"No Error","BetAmount":"10.0"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, BetAmount: 10.0, Balance: 540.00
Need to fix !	3rd-0-15-10	GetBalance	Get-balance-again-should-different-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":9,"GameType":100,"Gpid":0}	{"AccountName":"swrun_1780089828793_831710","Balance":"470.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 540.00
Checked	3rd-0-15-11	GetBetStatus	Get-bet-status-again-should-running	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"WanMei875476","TransactionId":"875477","ProductType":9,"GameType":100,"Gpid":0}	{"TransferCode":"WanMei875476","TransactionId":"875477","Status":"Running","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: WanMei875476, TransactionId: 875477, Status: Running
Checked	3rd-0-16-1	GetBalance	Get-balance-before-cancelled	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":9,"GameType":100,"Gpid":0}	{"AccountName":"swrun_1780089828793_831710","Balance":"470.00","ErrorCode":"0","ErrorMessage":"No Error"}	
Checked	3rd-0-16-2	GetBetStatus	Check-bet-status-should-be-running	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"WanMei875476","TransactionId":"875477","ProductType":9,"GameType":100,"Gpid":0}	{"TransferCode":"WanMei875476","TransactionId":"875477","Status":"Running","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: WanMei875476, TransactionId: 875477, Status: Running
Need to fix !	3rd-0-16-3	Cancel	1st-time-cancel-should-be-success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"WanMei875476","ProductType":9,"GameType":100,"IsCancelAll":false,"TransactionId":"875477","Gpid":0,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":470,"ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 550.00
Need to fix !	3rd-0-16-4	GetBalance	Get-balance-again-should-different-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":9,"GameType":100,"Gpid":0}	{"AccountName":"swrun_1780089828793_831710","Balance":"470.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 550.00
Checked	3rd-0-16-5	GetBetStatus	Check-bet-status-should-be-void	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"WanMei875476","TransactionId":"875477","ProductType":9,"GameType":100,"Gpid":0}	{"TransferCode":"WanMei875476","TransactionId":"875477","Status":"Void","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: WanMei875476, TransactionId: 875477, Status: Void
Checked	3rd-0-16-6	Cancel	cancel-2nd-with-same-TransactionId-should-be-failed	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"WanMei875476","ProductType":9,"GameType":100,"IsCancelAll":false,"TransactionId":"875477","Gpid":0,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":470,"ErrorCode":2002,"ErrorMessage":"Already canceled"}	Values should be: ErrorCode: 2002
Need to fix !	3rd-0-16-7	GetBalance	Get-balance-again-should-same-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":9,"GameType":100,"Gpid":0}	{"AccountName":"swrun_1780089828793_831710","Balance":"500.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 550.00
Checked	3rd-0-16-8	GetBetStatus	Check-bet-status-should-be-void	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"WanMei875476","TransactionId":"875477","ProductType":9,"GameType":100,"Gpid":0}	{"TransferCode":"WanMei875476","TransactionId":"875477","Status":"Void","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: WanMei875476, TransactionId: 875477, Status: Void
Checked	3rd-0-16-9	GetBetStatus	Check-bet-status-should-be-Running	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"WanMei875476","TransactionId":"875478","ProductType":9,"GameType":100,"Gpid":0}	{"TransferCode":"WanMei875476","TransactionId":"875478","Status":"Running","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: WanMei875476, TransactionId: 875478, Status: Running
Need to fix !	3rd-0-16-10	Cancel	cancel-3nd-with-different-TransactionId-should-be-success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"WanMei875476","ProductType":9,"GameType":100,"IsCancelAll":false,"TransactionId":"875478","Gpid":0,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":510,"ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 560.00
Need to fix !	3rd-0-16-11	GetBalance	Get-balance-again-should-different-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":9,"GameType":100,"Gpid":0}	{"AccountName":"swrun_1780089828793_831710","Balance":"510.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 560.00
Checked	3rd-0-16-12	GetBetStatus	Get-bet-status-again-should-void	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"WanMei875476","TransactionId":"875478","ProductType":9,"GameType":100,"Gpid":0}	{"TransferCode":"WanMei875476","TransactionId":"875478","Status":"Void","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: WanMei875476, TransactionId: 875478, Status: Void
Checked	3rd-0-16-13	Settle	settle-should-be-failed	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"WanMei875476","WinLoss":30.0,"ResultType":0,"ResultTime":"2026-05-29T17:42:40.89829-04:00","ProductType":9,"GameType":100,"GameResult":"BH11VZRI09","CommissionStake":0,"Gpid":0,"IsCashOut":false,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":510,"ErrorCode":2002,"ErrorMessage":"Already canceled"}	Values should be: ErrorCode: 2002
Need to fix !	3rd-0-16-14	GetBalance	Get-balance-again-should-same-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":9,"GameType":100,"Gpid":0}	{"AccountName":"swrun_1780089828793_831710","Balance":"500.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 560.00
Checked	3rd-0-16-15	GetBetStatus	Get-bet-status-again-should-void	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"WanMei875476","TransactionId":"875478","ProductType":9,"GameType":100,"Gpid":0}	{"TransferCode":"WanMei875476","TransactionId":"875478","Status":"Void","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: WanMei875476, TransactionId: 875478, Status: Void
Checked	3rd-0-17-1	GetBalance	Get-balance-before-settled	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":9,"GameType":100,"Gpid":0}	{"AccountName":"swrun_1780089828793_831710","Balance":"500.00","ErrorCode":"0","ErrorMessage":"No Error"}	
Need to fix !	3rd-0-17-2	Deduct	1st-time-deduct-should-be-success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","Amount":10.0,"TransferCode":"WanMei875479","TransactionId":"875480","BetTime":"2026-05-29T17:42:41.89829-04:00","ProductType":9,"GameType":100,"GameRoundId":"EXNBKD3EL8","GamePeriodId":"DK5WZ58ACI","OrderDetail":"HZXD63OW3D","PlayerIp":null,"GameTypeName":null,"Gpid": 0,"GameId": 101,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":490,"ErrorCode":"0","ErrorMessage":"No Error","BetAmount":"10.0"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, BetAmount: 10.0, Balance: 550.00
Need to fix !	3rd-0-17-3	Deduct	2nd-time-deduct-with-another-transactionId-should-be-success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","Amount":10.0,"TransferCode":"WanMei875479","TransactionId":"875481","BetTime":"2026-05-29T17:42:42.89829-04:00","ProductType":9,"GameType":100,"GameRoundId":"HNPRU6UMV5","GamePeriodId":"LDASO8ILKJ","OrderDetail":"EGB8LR2NBP","PlayerIp":null,"GameTypeName":null,"Gpid": 0,"GameId": 101,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":450,"ErrorCode":"0","ErrorMessage":"No Error","BetAmount":"10.0"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, BetAmount: 10.0, Balance: 540.00
